album,Marie,Jean,Pierre,Michel,André,Jeanne,Philippe,Louis,René,Alain,Jacques,Bernard,Marcel,Daniel,Roger,Paul,Robert,Claude,Henri,Christian,Nicolas,Georges,Françoise,Monique,François,Patrick,Catherine,Nathalie,Gérard,Isabelle,Joseph,Christophe,Jacqueline,Sylvie,Anne,Julien,Maurice,Laurent,Frédéric,Martine,Eric,David,Stéphane,Pascal,Madeleine,Sébastien,Alexandre,Nicole,Suzanne,Thierry,Hélène,Christine,Olivier,Antoine,Thomas,Raymond,Louise,Marguerite,Guy,Denise,Christiane,Yvonne,Valérie,Sophie,Dominique,Charles,Sandrine,Céline,Stéphanie,Marc,Didier,Véronique,Vincent,Chantal,Yves,Marcelle,Guillaume,Renée,Maxime,Bruno,Simone,Jeannine,Andrée,Julie,Paulette,Germaine,Annie,Patricia,Lucie,Camille,Yvette,Brigitte,Léa,Alice,Emilie,Odette,Geneviève,Aurélie,Laurence,Michèle
steve reich and musicians - music for 18 musicians,4.5,3.5,3.5,,,4.5,5.0,,,,,,,,,4.5,,,,4.0,,4.0,5.0,,4.0,,,4.0,,4.0,,1.5,,4.5,4.0,2.5,,4.5,,,3.5,,,,,,,,,4.0,3.5,,,,,4.0,,,,,,3.5,4.5,,4.5,4.5,4.0,,,,4.0,4.0,,4.0,4.0,3.0,3.5,4.0,,,,,,,3.5,5.0,,,,3.5,4.5,4.0,3.5,4.5,,3.5,,4.5,3.5,4.0
stevie moore - phonography,,2.5,,,4.5,4.0,4.0,,,,,,,,,4.0,3.5,,,,,,,,,,,,,,2.0,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.5,,,,3.5,,,,,,2.5,3.5,,,,,,,,,,,,,,
stevie wonder - innervisions,3.5,,,,,4.5,4.5,,,,,4.5,,,,4.0,,,4.0,,,3.5,4.5,,3.5,,,3.5,,,,,,4.0,4.0,,,,,,,,,,,3.5,,,,4.0,,,,,,3.5,,,3.5,,,,,,,4.5,3.5,,,,,,,4.5,4.5,3.0,4.5,3.5,,,3.5,,,,3.5,4.5,,,,,,,,4.0,,,,,,3.5
stevie wonder - songs in the key of life,3.5,,,,,4.5,4.0,,,,,3.5,,,,4.5,,,4.0,,,,4.5,,3.5,,4.0,3.5,,4.0,,,,4.0,,,,3.0,,,,,,,,3.0,4.0,,,3.5,,,,,,,,,,,,,,,,4.5,,,,,,4.0,,3.5,4.5,3.0,4.0,3.5,,,4.0,,,,,5.0,,,,,,,,4.0,,,,,,3.5
stiff little fingers - inflammable material,,,,,,4.0,3.5,,,,,3.5,,,,3.5,,4.0,,,,3.5,4.5,,4.0,,,3.5,,,,,,4.5,,3.0,,2.5,4.5,,,,,,,,,,,3.5,4.0,,,,,4.0,,,,,,,3.0,,,4.0,,,4.0,,,,,,,,4.0,,4.0,,2.5,,,,4.0,,3.5,,,,5.0,,,3.0,,,,,,
storm and stress - storm&stress,,,,,,,,,3.0,,,4.0,,,,4.5,,,,,,,,,,,,,,,4.0,,,,,,,2.5,,3.5,,,,,,,,,,,,,,,,,,,,,4.0,,4.5,,,,,,,,,,,,,,,,,,,,,,3.5,,3.5,,,4.0,,3.0,,,,,,,,
straightjacket nation - s/t mlp,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,2.5,,,,,,,,,,,,,,,,,,,
street sects - end position,3.0,,,,,4.0,,,,,4.5,,,,,,,,,,,,,,,3.5,,,,,,,,,,3.5,,,,4.5,,3.5,,,,,,,,,,,,,,,4.0,4.0,,4.0,,3.0,3.5,,,,,,3.5,3.5,,,,,,,,,,,,,,,3.5,,3.5,,,,,,,,3.5,,,,,3.5
structure - structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,,,
stuck - change is bad,,,3.5,,4.0,,,,,,3.0,3.5,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.5,,,,3.5,,,,,,,,,,,3.5,,,,,,,,
stuck - content that makes you feel good,,,,,,,,,,,3.5,3.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
studio - west coast,3.5,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,3.5,,,,,,,,,,4.0,,,2.5,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,3.0,,,,,,,,4.0,,,,,,,,,,3.5,,,,,,,,,,,,,,,
subhumans - the day the country died,,,,,,3.5,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,4.0,3.0,,,,,,,,,,,,,,,,,,,,
suede - dog man star,,,,,,,3.5,,,,,,,,,3.5,,,,,,3.0,,,3.5,,,,,3.5,3.5,,,,3.5,3.0,,,,,,,,,,,,,,,,,,,,,2.5,,,,,3.5,,,2.5,3.5,3.0,,4.5,3.5,,,,,3.0,,3.5,,,,,,,,3.5,,2.5,,3.5,,4.5,,,3.0,,,,,,4.0
sufjan stevens - carrie & lowell,3.0,3.0,,4.5,,2.5,,,,,,4.0,4.5,5.0,4.0,5.0,,,3.5,3.5,,,4.0,,4.5,4.0,4.0,3.5,,3.5,4.0,3.0,,4.0,3.5,3.0,4.0,3.0,,3.5,,,,,,1.0,,,,,,,,4.5,,4.0,4.0,4.5,,4.0,,3.5,3.5,,2.5,4.5,4.5,5.0,2.5,,4.0,4.0,,,4.5,4.0,,3.5,,3.0,4.0,,4.0,,4.0,3.5,3.5,,4.0,,,,4.0,5.0,,,,,5.0,3.5
sufjan stevens - carrie & lowell live,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.0,3.5,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,4.0,,,,,,
sufjan stevens - illinois,4.0,3.5,4.0,4.5,3.5,3.5,3.5,,,3.0,4.5,4.0,3.5,,4.5,4.5,,,3.5,3.5,,4.0,5.0,,4.5,4.0,3.5,4.0,,3.5,,,5.0,4.5,4.0,3.0,,2.5,,4.5,,,3.5,,,1.5,,,,3.0,,,,4.5,,4.5,3.5,4.0,,4.0,,4.0,3.5,,3.0,4.5,3.5,4.5,2.5,,4.0,4.0,,2.5,4.5,5.0,2.5,4.0,,3.0,3.5,,4.0,,3.0,,3.5,,,2.0,,4.0,3.0,4.0,,,,,4.5,4.0
sufjan stevens - the age of adz,4.0,3.0,,4.0,3.5,3.5,,,,,4.0,3.5,3.0,,4.0,4.0,,,4.0,,,,5.0,,4.0,,,3.0,3.5,4.5,,,,4.0,,,,3.0,,4.5,,,4.0,,,2.0,,,,,,,,,,3.5,,,3.0,,,4.0,,,3.5,4.0,4.0,3.5,,,4.5,4.0,,,3.5,3.5,,3.5,,3.0,3.5,,,,3.5,,3.0,,,,,,,4.5,,3.5,,,2.5,3.5
suicide - alan vega · martin rev,4.0,3.5,,,5.0,4.0,4.0,,,,,,,,,4.0,,3.0,,,,,,,4.5,,,3.0,,,3.5,,,,3.5,,,,,,,,,,,2.5,,,4.0,,,,,,,,,,,,,,,,3.0,3.5,,,4.5,,,,,,,,4.0,,,,,,,,4.0,3.0,3.0,,3.5,,,,,,,,,4.5,,
suicide - suicide,4.5,4.5,,,5.0,5.0,4.5,,,,,3.5,,,,4.5,,4.5,,3.5,,4.5,4.5,,4.0,4.0,,4.5,,3.5,4.5,4.0,,4.0,3.5,3.5,,3.0,,4.5,3.5,3.5,,,3.5,3.5,,,5.0,3.5,3.5,,4.5,,,4.0,4.0,,,,,3.5,5.0,3.0,3.5,4.5,4.0,,5.0,,4.0,3.5,,3.5,3.5,3.0,4.5,4.0,3.5,4.0,,,,,4.5,4.5,3.5,,4.0,,5.0,,4.0,3.5,4.0,,,,3.5,3.5
suiyoubi no campanella - superman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.5
sun araw - ancient romans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,4.0,,3.5,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sun araw - beach head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.0,4.0,,,3.5,,,,,,,,,,,,,,4.5,,,,3.5,,,,,,,,,,3.5,,,,3.0,,,4.0,,,,,3.0,,3.5,,,,,,,,,,,,,3.5,,,,,,,,,,
sun araw - on patrol,,,,,3.5,,,,,,,1.5,,,,,,,,,,,,,,,,,,3.0,,,,,3.5,,,,,,,,,,,,,,4.5,,3.5,,4.0,,,,,,,,,,3.0,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
"sun city girls - 330,003 crossdressers from beyond the rig veda",,,,,4.0,4.5,,,,,,4.5,,,,,,,,,,,,,4.0,3.5,,3.5,,3.5,,3.5,,,,,,3.0,,,,,,,,,,,4.5,,3.5,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,3.5,,,,,,4.0,,,,,3.5,5.0,2.5,,4.0,,,,4.0,,
sun city girls - torch of the mystics,3.5,,,,4.5,4.5,3.5,,4.0,4.0,,4.5,,,,,,,,,,,,,3.5,,,3.5,,3.5,,3.0,,,3.5,,,3.0,,4.0,,,,,3.5,,,,4.5,,4.0,,,,,,,,,,,3.0,4.0,,3.0,,,,,,,,,,,,4.0,,3.5,,,,,,3.0,,,,,3.0,5.0,2.5,,3.5,4.0,,,4.5,3.0,
sun kil moon - benji,2.5,,,4.0,,4.5,,,3.0,,2.5,3.0,,,4.0,4.0,,,2.5,3.5,,,4.0,,4.5,4.0,,3.0,,3.0,4.0,,,,3.5,3.5,,3.5,,4.0,,,,,,1.0,,,,,,,,4.0,,2.5,,4.5,,3.5,,3.0,4.5,,4.0,4.5,3.0,3.5,3.0,,3.5,3.0,,,4.0,4.5,3.0,,4.5,3.5,,,4.0,,4.5,,,,4.0,,,,,3.5,,,,3.5,4.0,3.5
sun kil moon - ghosts of the great highway,,,,4.0,,4.5,,,,4.0,,5.0,,,,5.0,,,4.5,,,3.0,4.5,,4.5,,,,,4.0,4.0,,,4.0,4.5,3.0,,3.0,,4.0,,,3.5,,,2.5,,,,,,,,4.5,,,,3.0,,4.0,,,4.0,,3.5,4.0,2.5,3.5,,,4.0,,,,3.5,3.5,3.5,,3.5,,4.0,,4.0,,3.5,,,,,,,,,4.0,,,,,4.0,4.0
sunn o))) & boris - altar,,,,,,,,,,,,,,,,,,1.0,,,,,,,4.0,3.5,,,,3.5,3.5,,,,,,,3.0,,,,,,,,,,,,,4.0,,,3.5,,3.0,,,,,,,4.0,,,3.5,,,,,,,,3.0,,,3.5,,,,,,,,2.5,,3.5,,,2.5,,,,,,,,,,4.0
sunn o))) - monoliths & dimensions,3.0,,,,,4.0,,,,,,3.5,,,,,,,,,,,,,4.0,4.0,,3.5,,4.0,,,,,,3.0,,3.5,,4.0,,,,,,,,,,,,,,,,3.5,,,,,,,4.5,,4.0,4.0,,,,,,3.5,,,3.5,,2.0,,,,,3.5,4.0,,3.5,4.0,3.0,,,3.0,,,,,,,,,,4.0
sunny day real estate - diary,,,4.5,3.5,3.5,3.5,4.0,4.5,,,,,,,,3.5,,,1.5,,,,5.0,,,,,3.0,,3.0,3.0,,,,4.5,4.0,,2.5,,4.5,,,,3.5,,,,,,,,,,,,3.5,3.0,,,,3.5,4.0,4.0,3.0,4.0,4.0,4.0,,,,,3.0,,3.0,4.0,,3.0,3.5,,,4.5,,,,,,,,,3.5,,,,5.0,,,,4.0,,4.0
super furry animals - radiator,,2.0,,4.0,,,,,,,,4.0,,,,3.5,,,,,,,4.0,,4.0,,,,,3.0,,,,,,2.5,,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.5,,,,4.0,3.5,,,,,,,,3.0,,3.5,,3.5,,,,,,,,2.5,,,,5.0,,,,,,,,,
superchunk - no pocky for kitty,,,,,,3.5,4.0,3.0,,,,3.5,,,,,,,,,,,3.5,,3.5,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.5,,3.5,,3.5,,,,,,3.5,,4.0,,,,,,,,,,,,3.5,,4.5,,,,,,,,,
superchunk - on the mouth,,,,,4.5,,3.5,,,,,3.5,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,3.0,,,,3.0,,,,,,3.5,,4.0,,,,,,,,,,,,3.0,,4.5,,,,,,,,,
supergrass - i should coco,3.5,,,,,,,,,,,,,,,3.0,,4.0,,,,,,,3.5,,,,,,4.0,,,,4.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,3.5,,,,,,,,3.0,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,
supersilent - 6,3.0,,,,,,,,3.0,,,4.0,,,,5.0,,,,,,,,,4.0,,,4.0,,3.0,,,,,4.0,,,3.5,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,3.5,,3.0,,,,,,,3.5,4.0,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,2.5,
supreme dicks - the emotional plague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,2.5,,,,,,,,,4.0,,3.0,,,,,,,,
supreme dicks - the unexamined life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.5,,,,,,,,
suuns - zeroes qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,3.5,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,3.5,,,,,,,,,,,,,,,,,,,
svengalisghost - mind control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
swans - children of god,2.0,,,3.0,,3.5,4.0,,,4.0,,3.5,,,,3.5,,,3.0,,,,,4.5,3.5,3.5,,3.0,,4.0,3.0,,,4.0,3.5,4.0,,4.0,,,,,4.0,,3.0,2.0,,,,3.0,,,,4.5,,,5.0,3.5,,3.5,,3.5,4.5,,4.0,4.0,3.0,,4.0,,4.0,,,3.5,2.5,,2.5,4.0,,3.0,,,,,3.5,,4.0,,,3.0,5.0,,4.0,,,3.5,,,4.5,4.0
swans - filth,3.5,1.5,,,,2.5,3.5,,,4.0,,,,,,3.5,,,2.5,,,4.0,,4.5,,,3.5,2.5,,,,,,3.5,,,,3.5,,,3.5,,,,,,,,,,,,,,,,3.0,3.5,,,3.5,,4.0,3.5,,,,,,,,2.5,,,,3.0,,3.5,,,,,,,3.0,,,,3.5,,,,4.0,,,3.5,,,,4.0
swans - soundtracks for the blind,,3.0,,,,3.5,4.5,,3.5,5.0,4.5,4.5,,,4.5,4.5,,,3.5,,,,,4.5,3.5,4.0,,3.0,,4.5,,,,4.0,4.0,5.0,,4.0,,5.0,3.5,,4.5,,4.0,3.0,,,,4.5,3.5,,,5.0,,,4.0,5.0,,4.5,,,5.0,3.5,4.0,4.5,,,,,5.0,4.0,,3.5,3.0,3.0,,4.0,,3.5,3.0,,,,4.0,,5.0,,,2.0,5.0,,4.0,,,2.5,,,4.0,4.5
swans - swans are dead,,,,,,,,,4.0,,,,,,,4.0,,,,,,,,5.0,,,,,,5.0,,,,,,4.5,,4.5,,,,,,,,,,,,,,,,,,,,4.5,,4.0,,,4.5,,,4.0,,,,,5.0,4.0,,4.0,,3.5,,,,,,,,,,,,,,,4.5,,,,,,,,,4.5
swans - the glowing man,3.0,,,,,,,,,,,3.5,,,,3.5,,,,3.5,,,3.0,,3.5,3.0,,2.0,,3.5,,,,4.0,3.5,3.5,,3.5,,4.0,3.5,,,,,2.5,,,,3.0,,,,4.5,,4.5,3.0,4.5,,3.5,,3.5,4.5,,3.5,4.0,,,3.5,4.0,4.0,,,3.5,2.5,3.0,,,,3.0,,,4.0,,3.5,,3.5,,,,4.5,,,,,,,,,3.5
swans - the great annihilator,,,3.5,,,3.0,4.5,,3.0,4.0,3.5,4.0,,,,4.0,,,3.5,,,,,4.5,3.5,4.0,,3.0,,4.0,3.5,,,4.0,4.0,4.5,,3.5,,,,,3.5,,,2.0,,,,4.0,4.0,,3.0,4.0,,,4.0,4.0,,3.5,,3.5,4.5,3.0,4.5,4.0,3.5,,,,4.0,3.5,,3.0,2.5,4.5,,,4.0,3.5,4.0,,,,3.5,,4.5,,,,5.0,,4.0,,,3.5,,,4.5,4.0
swans - the seer,2.5,,,3.0,3.5,2.0,,,,3.0,4.5,3.5,,,,4.0,,,3.0,,,,4.5,5.0,3.5,4.0,,3.0,,3.5,,,,4.0,3.5,3.5,,4.0,2.0,4.5,3.5,,3.5,,,2.5,,,,3.5,3.5,,,4.5,,4.5,4.0,4.0,,4.5,,3.0,4.0,4.0,4.5,4.5,3.5,,3.5,,4.0,3.5,,3.5,2.5,2.0,2.5,,,3.0,,,4.0,,4.5,3.5,4.0,,,3.5,4.5,,4.0,3.0,,3.5,,,3.5,4.0
swans - to be kind,2.0,,,2.5,3.0,1.5,,,,,4.0,3.5,,,4.0,4.0,,,3.0,3.5,3.0,,,4.5,3.5,4.0,3.0,3.0,,3.0,,,,5.0,4.0,3.5,,4.0,,4.5,3.5,,3.5,,3.5,2.0,,,,3.5,4.0,,,,,4.5,4.0,4.5,,4.0,,3.5,4.0,,4.0,4.0,3.5,,4.0,,4.5,2.0,,3.5,2.5,2.5,,3.5,,3.0,,,4.5,,3.5,,4.0,,,,4.5,,4.0,0.5,,,,,4.0,4.0
swans - white light from the mouth of infinity,,,,,4.0,2.5,4.5,,4.0,4.0,,4.5,,,4.0,3.5,,,,3.5,,,,4.5,4.0,,,3.0,,4.0,,2.5,,4.0,3.5,4.0,,3.0,4.0,4.0,,,4.0,,,2.5,,,,,4.5,,3.5,4.5,,,4.5,4.0,,4.0,,3.5,4.0,,4.5,4.5,3.5,,4.0,,4.0,,,3.0,3.5,3.0,3.0,3.5,4.0,3.0,4.0,,,,3.5,,4.0,,3.5,,4.5,,3.5,4.0,,3.5,,,,4.0
swearin' - fall into the sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,
swearin' - swearin',,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2.5,,,,,,,,,,,,,,,,,,,,,,,
sweeping promises - hunger for a way out,,,,,4.5,,,,3.5,,,,,,,,,4.0,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,3.0,,,,,,,,4.0,,,,,3.0,,3.5,,4.0,,3.0,,,,3.5,,,,,,5.0,3.0,,,,,,,,
"sweet trip - a tiny house, in secret speeches, polar equals",,,,3.5,,4.0,,3.5,,,3.0,,4.0,3.0,,,,,,3.5,,,,,4.0,,,,,4.0,4.0,,,,3.0,4.0,,,,4.5,,,,,,,3.5,,,,,4.0,,,,4.0,,,,,,3.5,2.5,,4.0,4.0,,,3.0,3.0,4.0,4.0,,,,,,,,,,,3.5,,,,3.0,,,,,2.5,4.0,4.0,,3.5,,,,3.5
sweet trip - velocity : design : comfort,,3.0,4.5,,,4.5,3.5,4.0,,,3.5,4.0,4.0,,4.0,,,,4.0,4.5,,,4.5,,4.0,3.0,,3.5,4.0,4.0,4.0,2.5,,4.0,5.0,4.5,,4.0,,5.0,3.5,,,,,2.0,,5.0,,2.5,,5.0,,3.5,4.5,3.5,4.0,4.0,,3.5,5.0,3.5,4.0,3.5,4.0,4.0,3.0,,4.0,,4.5,5.0,,,4.0,3.0,,4.0,,3.0,,,4.5,,4.5,3.0,3.5,,,3.0,,3.5,4.5,4.0,,5.0,,,,4.0
"swell maps - ...in ""jane from occupied europe""",3.5,4.0,,,4.0,4.0,4.0,,,,,4.5,,,,4.0,,,,,4.5,3.5,,4.0,3.5,,,,,3.0,4.5,3.0,,3.5,,4.0,,4.0,4.0,4.5,,,,,2.5,3.5,,,4.5,3.5,4.0,,3.5,,,4.5,,,,,,4.0,3.0,,4.0,4.5,3.5,,4.0,,4.5,,,4.0,,,4.0,,,,3.5,,,,3.0,4.5,3.5,,,,5.0,3.5,,3.5,,,,,,
swell maps - a trip to marineville,,,,,4.5,4.0,4.0,,,,,4.5,,,,,,,,,4.5,3.5,4.5,,,,,3.5,,,4.0,3.5,,3.0,3.5,,,3.5,3.5,4.5,,,,,,3.0,,,5.0,,4.0,,3.5,,,4.5,,,,,,3.5,,,3.0,,,,4.0,4.0,,,,3.5,3.5,,4.0,,3.5,3.5,4.0,,,,3.5,4.5,3.0,,,4.0,5.0,,,3.0,,,,4.5,,
swell maps - read about seymour / ripped & torn / black velvet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,
swirlies - blonder tongue audio baton,,3.5,,,,4.5,4.5,3.0,,,,4.0,,4.0,,,,,,,,,,,,,,,,3.5,4.0,2.5,,,4.0,3.5,,3.0,,4.0,,,,4.5,3.5,,,,4.5,,,,,4.5,,4.0,,,,,,3.5,3.5,3.0,3.5,4.5,3.5,,,4.0,,,,3.5,3.5,,3.5,,,,4.5,,,,,4.0,,,4.0,4.0,5.0,4.5,3.5,3.5,,,,,4.5,3.0
swirlies - they spent their wild youthful days in the glittering world of the salons,,4.0,,,,4.0,4.5,3.5,,,,4.5,,,,4.0,,,,3.5,,,,,,,,,,3.5,4.0,,,,3.5,4.0,,3.0,,4.5,,,,4.0,5.0,4.5,,,4.5,3.5,3.5,,,4.5,,,,,,,,4.0,4.0,3.0,4.0,5.0,,,,,4.0,,,,,,,,,,4.0,,,,,,,,4.0,4.0,4.5,5.0,3.5,,,,,,5.0,3.5
syd barrett - the madcap laughs,,3.0,,,,4.5,3.5,,,5.0,,3.5,,,,3.0,2.5,3.5,,,,3.5,4.5,,3.5,,,5.0,,,5.0,,,3.5,3.5,,,,,3.5,,,,,,3.0,,,5.0,,,,3.0,,,4.0,,,,,,,5.0,,,3.5,5.0,,,,4.0,,,,4.0,,4.0,3.0,4.0,,3.0,,,,2.5,3.5,,,3.5,,5.0,,,3.0,,,,3.5,3.5,
syndrom paryski - małe pokoje w dużym mieście,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syny - orient,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.5,,,,3.5,,,,,2.5,,,,,,,,,,,,,,,,,,3.5,,,,,,3.5,
syny - sen,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5
t. rex - electric warrior,,2.5,,,5.0,5.0,4.5,,,,,5.0,,,,4.0,3.0,3.5,,,,,4.5,,4.0,,,3.5,,,,3.0,,2.5,,,,,,,,,,,,3.5,,,,3.5,,,4.0,,,4.5,,3.0,,,,3.0,4.5,,3.5,4.0,3.0,,,,,,,,4.0,,4.5,,4.5,,4.5,,,,3.5,4.5,4.0,,3.0,,0.5,,4.0,3.5,,,,3.5,,3.5
t. rex - the slider,,2.0,,,5.0,5.0,4.5,,,,,4.5,,,,3.5,,,,,,,4.5,,3.5,,,,,,,3.0,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,4.0,,,3.5,,,,,,,,,4.0,2.0,4.5,,2.5,,4.0,,,,,4.0,3.5,,,,0.5,,,3.5,,,,,,
t.s.o.l. - dance with me,,,,,4.5,3.5,3.5,,,,,,,,,,,4.5,,,,,4.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,,,,,4.0,,,,,,3.5,,,3.5,,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
taco hemingway - trójkąt warszawski,,,,,,,2.5,,,,,,,,,,,,,,,,,,,3.5,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,2.5,,,,,2.5,3.0
taco leg - taco leg,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
taiwan housing project - veblen death mask,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,
taku sugimoto / nankou kumon / toshiki izumi / masanori hattori / tetuzi akiyama / hiroki chiba / kazuya takeda / taeko okada - a young person's guide to antoine beuger,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
takács quartet - the 6 string quartets,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,4.0,,,,,,,,,,,,,3.5,,,4.0,,,,4.5,,,,,,4.0
talk talk - laughing stock,5.0,,,3.0,,5.0,4.5,,4.5,5.0,4.0,4.5,,,,5.0,,,,4.5,,3.5,,,4.0,,,4.5,,4.0,4.5,4.0,,4.5,4.0,4.5,,3.0,,4.5,5.0,,3.5,,4.5,4.0,,,,4.0,3.0,,,,,,4.5,4.0,4.5,,4.0,3.5,4.0,3.0,3.0,5.0,4.0,,,,5.0,4.0,,3.5,5.0,4.0,3.5,4.5,,,,,,,4.0,4.5,3.5,,3.0,4.5,5.0,,,4.5,,,,5.0,,5.0
talk talk - spirit of eden,4.0,,4.0,3.5,,4.5,4.5,,3.5,4.0,4.0,5.0,,,,5.0,,,,4.0,,4.0,,,4.5,,,4.5,,4.0,4.0,3.5,,4.5,3.0,3.5,,3.0,,4.5,4.0,,4.0,,,4.0,,,,4.5,,,,4.5,,,,4.0,4.5,,,4.0,4.5,3.0,3.5,5.0,4.5,,3.5,,4.5,3.5,,,4.5,4.0,3.0,4.5,,,,,,,4.0,4.5,,,3.0,4.0,5.0,,,4.5,,,,,1.0,5.0
